period;format;download_path;download_mode;path;missing_symbols;inputs_folder;data_folder;ft_PME
2010.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.072010.txt
2010.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.082010.txt
2010.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.092010.txt
2010.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.102010.txt
2010.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.112010.txt
2010.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.122010.txt
2011.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.012011.txt
2011.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.022011.txt
2011.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.032011.txt
2011.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.042011.txt
2011.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.052011.txt
2011.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.062011.txt
2011.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.072011.txt
2011.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.082011.txt
2011.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.092011.txt
2011.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.102011.txt
2011.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.112011.txt
2011.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2011.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2011;INPUT.txt&PMEnova.122011.txt
2012.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.012012.txt
2012.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.022012.txt
2012.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.032012.txt
2012.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.042012.txt
2012.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.052012.txt
2012.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.062012.txt
2012.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.072012.txt
2012.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.082012.txt
2012.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.092012.txt
2012.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.102012.txt
2012.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.112012.txt
2012.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2012.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2012;INPUT.txt&PMEnova.122012.txt
2013.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.012013.txt
2013.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.022013.txt
2013.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.032013.txt
2013.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.042013.txt
2013.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.052013.txt
2013.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.062013.txt
2013.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.072013.txt
2013.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.082013.txt
2013.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.092013.txt
2013.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.102013.txt
2013.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.112013.txt
2013.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2013_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2013_01072016;INPUT.txt&PMEnova.122013.txt
2014.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.012014.txt
2014.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.022014.txt
2014.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.032014.txt
2014.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.042014.txt
2014.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.052014.txt
2014.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.062014.txt
2014.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.072014.txt
2014.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.082014.txt
2014.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.092014.txt
2014.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.102014.txt
2014.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.112014.txt
2014.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2014_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2014_01072016;INPUT.txt&PMEnova.122014.txt
2015.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.012015.txt
2015.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.022015.txt
2015.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.032015.txt
2015.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.042015.txt
2015.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.052015.txt
2015.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.062015.txt
2015.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.072015.txt
2015.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.082015.txt
2015.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.092015.txt
2015.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.102015.txt
2015.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.112015.txt
2015.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2015.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2015;INPUT.txt&PMEnova.122015.txt
