int_pos;var_name;x;label;length;decimal_places;fin_pos;col_type;CHAR
1;MASCARA;$10.;/*	Mascara da Escola	*/;10;0;10;c;TRUE
1922;VEF2346;5.;/*	Matrícula Inicial na 5a. Serie (com 13 Anos)	*/;5;0;1926;i;FALSE
1930;VEF2347;5.;/*	Matrícula Inicial na 5a. Serie (com 14 Anos)	*/;5;0;1934;i;FALSE
1938;VEF2348;5.;/*	Matrícula Inicial na 5a. Serie (com 15 Anos)	*/;5;0;1942;i;FALSE
1946;VEF2349;5.;/*	Matrícula Inicial na 5a. Serie (com mais de 15 Anos)	*/;5;0;1950;i;FALSE
1954;VEF2350;5.;/*	Matrícula Inicial na 6a. Serie (com 10 Anos)	*/;5;0;1958;i;FALSE
1962;VEF2351;5.;/*	Matrícula Inicial na 6a. Serie (com 11 Anos)	*/;5;0;1966;i;FALSE
1970;VEF2352;5.;/*	Matrícula Inicial na 6a. Serie (com 12 Anos)	*/;5;0;1974;i;FALSE
1978;VEF2353;5.;/*	Matrícula Inicial na 6a. Serie (com 13 Anos)	*/;5;0;1982;i;FALSE
1986;VEF2354;5.;/*	Matrícula Inicial na 6a. Serie (com 14 Anos)	*/;5;0;1990;i;FALSE
1994;VEF2355;5.;/*	Matrícula Inicial na 6a. Serie (com 15 Anos)	*/;5;0;1998;i;FALSE
2002;VEF2356;5.;/*	Matrícula Inicial na 6a. Serie (com mais de 15 Anos)	*/;5;0;2006;i;FALSE
2010;VEF2357;5.;/*	Matrícula Inicial na 7a. Serie (com 11 Anos)	*/;5;0;2014;i;FALSE
2018;VEF2358;5.;/*	Matrícula Inicial na 7a. Serie (com 12 Anos)	*/;5;0;2022;i;FALSE
2026;VEF2359;5.;/*	Matrícula Inicial na 7a. Serie (com 13 Anos)	*/;5;0;2030;i;FALSE
2034;VEF2360;5.;/*	Matrícula Inicial na 7a. Serie (com 14 Anos)	*/;5;0;2038;i;FALSE
2042;VEF2361;5.;/*	Matrícula Inicial na 7a. Serie (com 15 Anos)	*/;5;0;2046;i;FALSE
2050;VEF2362;5.;/*	Matrícula Inicial na 7a. Serie (com mais de 15 Anos)	*/;5;0;2054;i;FALSE
2058;VEF2363;5.;/*	Matrícula Inicial na 8a. Serie (com 12 Anos)	*/;5;0;2062;i;FALSE
2066;VEF2364;5.;/*	Matrícula Inicial na 8a. Serie (com 13 Anos)	*/;5;0;2070;i;FALSE
2074;VEF2365;5.;/*	Matrícula Inicial na 8a. Serie (com 14 Anos)	*/;5;0;2078;i;FALSE
2082;VEF2366;5.;/*	Matrícula Inicial na 8a. Serie (com 15 Anos)	*/;5;0;2086;i;FALSE
2090;VEF2367;5.;/*	Matrícula Inicial na 8a. Serie (com mais de 15 Anos)	*/;5;0;2094;i;FALSE
2098;VEF2401;4.;/*	Repetentes na 1a. Série (por terem sido reprovados em 1994)	*/;4;0;2101;i;FALSE
2106;VEF2402;4.;/*	Repetentes na 2a. Série (por terem sido reprovados em 1994)	*/;4;0;2109;i;FALSE
2114;VEF2403;4.;/*	Repetentes na 3a. Série (por terem sido reprovados em 1994)	*/;4;0;2117;i;FALSE
2122;VEF2404;4.;/*	Repetentes na 4a. Série (por terem sido reprovados em 1994)	*/;4;0;2125;i;FALSE
2130;VEF2405;4.;/*	Repetentes na 5a. Série (por terem sido reprovados em 1994)	*/;4;0;2133;i;FALSE
2138;VEF2406;4.;/*	Repetentes na 6a. Série (por terem sido reprovados em 1994)	*/;4;0;2141;i;FALSE
2146;VEF2407;4.;/*	Repetentes na 7a. Série (por terem sido reprovados em 1994)	*/;4;0;2149;i;FALSE
2154;VEF2408;4.;/*	Repetentes na 8a. Série (por terem sido reprovados em 1994)	*/;4;0;2157;i;FALSE
2162;VEF2409;4.;/*	Repetentes na 1a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2165;i;FALSE
2170;VEF2410;4.;/*	Repetentes na 2a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2173;i;FALSE
2178;VEF2411;4.;/*	Repetentes na 3a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2181;i;FALSE
2186;VEF2412;4.;/*	Repetentes na 4a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2189;i;FALSE
2194;VEF2413;4.;/*	Repetentes na 5a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2197;i;FALSE
2202;VEF2414;4.;/*	Repetentes na 6a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2205;i;FALSE
2210;VEF2415;4.;/*	Repetentes na 7a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2213;i;FALSE
2218;VEF2416;4.;/*	Repetentes na 8a. Série (por terem sido afastados por abandono em 1994)	*/;4;0;2221;i;FALSE
2226;VEF2417;4.;/*	Repetentes na 1a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2229;i;FALSE
2234;VEF2418;4.;/*	Repetentes na 2a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2237;i;FALSE
2242;VEF2419;4.;/*	Repetentes na 3a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2245;i;FALSE
2250;VEF2420;4.;/*	Repetentes na 4a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2253;i;FALSE
2258;VEF2421;4.;/*	Repetentes na 5a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2261;i;FALSE
2266;VEF2422;4.;/*	Repetentes na 6a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2269;i;FALSE
2274;VEF2423;4.;/*	Repetentes na 7a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2277;i;FALSE
2282;VEF2424;4.;/*	Repetentes na 8a. Série (apesar de terem sido aprovados em 1994)	*/;4;0;2285;i;FALSE
2290;VEF2601;5.;/*	Alunos na 1a. Série (afastados por transferência) - Em 1994	*/;5;0;2294;i;FALSE
2298;VEF2602;5.;/*	Alunos na 2a. Série (afastados por transferência) - Em 1994	*/;5;0;2302;i;FALSE
2306;VEF2603;5.;/*	Alunos na 3a. Série (afastados por transferência) - Em 1994	*/;5;0;2310;i;FALSE
2314;VEF2604;5.;/*	Alunos na 4a. Série (afastados por transferência) - Em 1994	*/;5;0;2318;i;FALSE
2322;VEF2605;5.;/*	Alunos na 5a. Série (afastados por transferência) - Em 1994	*/;5;0;2326;i;FALSE
2330;VEF2606;5.;/*	Alunos na 6a. Série (afastados por transferência) - Em 1994	*/;5;0;2334;i;FALSE
2338;VEF2607;5.;/*	Alunos na 7a. Série (afastados por transferência) - Em 1994	*/;5;0;2342;i;FALSE
2346;VEF2608;5.;/*	Alunos na 8a. Série (afastados por transferência) - Em 1994	*/;5;0;2350;i;FALSE
2354;VEF2609;5.;/*	Alunos na 1a. Série (afastados por abandono) - Em 1994	*/;5;0;2358;i;FALSE
2362;VEF2610;5.;/*	Alunos na 2a. Série (afastados por abandono) - Em 1994	*/;5;0;2366;i;FALSE
2370;VEF2611;5.;/*	Alunos na 3a. Série (afastados por abandono) - Em 1994	*/;5;0;2374;i;FALSE
2378;VEF2612;5.;/*	Alunos na 4a. Série (afastados por abandono) - Em 1994	*/;5;0;2382;i;FALSE
2386;VEF2613;5.;/*	Alunos na 5a. Série (afastados por abandono) - Em 1994	*/;5;0;2390;i;FALSE
2394;VEF2614;5.;/*	Alunos na 6a. Série (afastados por abandono) - Em 1994	*/;5;0;2398;i;FALSE
2402;VEF2615;5.;/*	Alunos na 7a. Série (afastados por abandono) - Em 1994	*/;5;0;2406;i;FALSE
2410;VEF2616;5.;/*	Alunos na 8a. Série (afastados por abandono) - Em 1994	*/;5;0;2414;i;FALSE
2418;VEF2617;5.;/*	Alunos na 1a. Série (aprovados) - Em 1994	*/;5;0;2422;i;FALSE
2426;VEF2618;5.;/*	Alunos na 2a. Série (aprovados) - Em 1994	*/;5;0;2430;i;FALSE
2434;VEF2619;5.;/*	Alunos na 3a. Série (aprovados) - Em 1994	*/;5;0;2438;i;FALSE
2442;VEF2620;5.;/*	Alunos na 4a. Série (aprovados) - Em 1994	*/;5;0;2446;i;FALSE
2450;VEF2621;5.;/*	Alunos na 5a. Série (aprovados) - Em 1994	*/;5;0;2454;i;FALSE
2458;VEF2622;5.;/*	Alunos na 6a. Série (aprovados) - Em 1994	*/;5;0;2462;i;FALSE
2466;VEF2623;5.;/*	Alunos na 7a. Série (aprovados) - Em 1994	*/;5;0;2470;i;FALSE
2474;VEF2624;5.;/*	Alunos na 8a. Série (aprovados) - Em 1994	*/;5;0;2478;i;FALSE
2482;VEF2625;5.;/*	Alunos na 1a. Série (reprovados) - Em 1994	*/;5;0;2486;i;FALSE
2490;VEF2626;5.;/*	Alunos na 2a. Série (reprovados) - Em 1994	*/;5;0;2494;i;FALSE
2498;VEF2627;5.;/*	Alunos na 3a. Série (reprovados) - Em 1994	*/;5;0;2502;i;FALSE
2506;VEF2628;5.;/*	Alunos na 4a. Série (reprovados) - Em 1994	*/;5;0;2510;i;FALSE
2514;VEF2629;5.;/*	Alunos na 5a. Série (reprovados) - Em 1994	*/;5;0;2518;i;FALSE
2522;VEF2630;5.;/*	Alunos na 6a. Série (reprovados) - Em 1994	*/;5;0;2526;i;FALSE
2530;VEF2631;5.;/*	Alunos na 7a. Série (reprovados) - Em 1994	*/;5;0;2534;i;FALSE
2538;VEF2632;5.;/*	Alunos na 8a. Série (reprovados) - Em 1994	*/;5;0;2542;i;FALSE
2546;VEF2701;4.;/*	Concluintes do 1º Grau (com mais de 14 anos)	*/;4;0;2549;i;FALSE
2554;VEF2702;4.;/*	Concluintes do 1º Grau (com 14 anos)	*/;4;0;2557;i;FALSE
2562;VEF2703;4.;/*	Concluintes do 1º Grau (com 15 anos)	*/;4;0;2565;i;FALSE
2570;VEF2704;4.;/*	Concluintes do 1º Grau (com 16 anos)	*/;4;0;2573;i;FALSE
2578;VEF2705;4.;/*	Concluintes do 1º Grau (com 17 anos)	*/;4;0;2581;i;FALSE
2586;VEF2706;4.;/*	Concluintes do 1º Grau (com 18 anos)	*/;4;0;2589;i;FALSE
2594;VEF2707;4.;/*	Concluintes do 1º Grau (com mais de 18 anos)	*/;4;0;2597;i;FALSE
2602;VEM2001;4.;/*	Docentes no 2º Grau (1º Grau Imcompleto)	*/;4;0;2605;i;FALSE
2610;VEM2002;4.;/*	Docentes no 2º Grau (1º Grau Completo)	*/;4;0;2613;i;FALSE
2618;VEM2003;4.;/*	Docentes no 2º Grau (Magistério Incompleto / 2º Grau)	*/;4;0;2621;i;FALSE
2626;VEM2004;4.;/*	Docentes no 2º Grau (Magistério Completo / 2º Grau)	*/;4;0;2629;i;FALSE
2634;VEM2005;4.;/*	Docentes no 2º Grau (Outra Formação Completa / 2º Grau)	*/;4;0;2637;i;FALSE
2642;VEM2006;4.;/*	Docentes no 2º Grau (Licenciatura Incompleta / 3º Grau)	*/;4;0;2645;i;FALSE
2650;VEM2007;4.;/*	Docentes no 2º Grau (Licenciatura Completa / 3º Grau)	*/;4;0;2653;i;FALSE
2658;VEM2008;4.;/*	Docentes no 2º Grau (3º Grau Completo sem Licenciatura)	*/;4;0;2661;i;FALSE
2666;VEM2101;3.;/*	Matrícula Inicial na 1a. Série - 1º Turno (manhã)	*/;3;0;2668;i;FALSE
2674;VEM2102;3.;/*	Matrícula Inicial na 2a. Série - 1º Turno (manhã)	*/;3;0;2676;i;FALSE
2682;VEM2103;3.;/*	Matrícula Inicial na 3a. Série - 1º Turno (manhã)	*/;3;0;2684;i;FALSE
2690;VEM2104;3.;/*	Matrícula Inicial na 4a. Série - 1º Turno (manhã)	*/;3;0;2692;i;FALSE
2698;VEM2105;3.;/*	Matrícula Inicial Não-Seriada - 1º Turno (manhã)	*/;3;0;2700;i;FALSE
2706;VEM2106;5.;/*	Matrícula Inicial na 1a. Série - 2º Turno (intermediário da manhã)	*/;5;0;2710;i;FALSE
2714;VEM2107;5.;/*	Matrícula Inicial na 2a. Série - 2º Turno (intermediário da manhã)	*/;5;0;2718;i;FALSE
2722;VEM2108;5.;/*	Matrícula Inicial na 3a. Série - 2º Turno (intermediário da manhã)	*/;5;0;2726;i;FALSE
2730;VEM2109;5.;/*	Matrícula Inicial na 4a. Série - 2º Turno (intermediário da manhã)	*/;5;0;2734;i;FALSE
2738;VEM2110;5.;/*	Matrícula Inicial Não-Seriada - 2º Turno (intermediário da manhã)	*/;5;0;2742;i;FALSE
2746;VEM2111;3.;/*	Matrícula Inicial na 1a. Série - 3º Turno (tarde)	*/;3;0;2748;i;FALSE
2754;VEM2112;3.;/*	Matrícula Inicial na 2a. Série - 3º Turno (tarde)	*/;3;0;2756;i;FALSE
2762;VEM2113;3.;/*	Matrícula Inicial na 3a. Série - 3º Turno (tarde)	*/;3;0;2764;i;FALSE
2770;VEM2114;3.;/*	Matrícula Inicial na 4a. Série - 3º Turno (tarde)	*/;3;0;2772;i;FALSE
2778;VEM2115;3.;/*	Matrícula Inicial Não-Seriada - 3º Turno (tarde)	*/;3;0;2780;i;FALSE
2786;VEM2116;3.;/*	Matrícula Inicial na 1a. Série - 4º Turno (intermediário da manhã)	*/;3;0;2788;i;FALSE
2794;VEM2117;3.;/*	Matrícula Inicial na 2a. Série - 4º Turno (intermediário da manhã)	*/;3;0;2796;i;FALSE
2802;VEM2118;3.;/*	Matrícula Inicial na 3a. Série - 4º Turno (intermediário da manhã)	*/;3;0;2804;i;FALSE
2810;VEM2119;3.;/*	Matrícula Inicial na 4a. Série - 4º Turno (intermediário da manhã)	*/;3;0;2812;i;FALSE
2818;VEM2120;3.;/*	Matrícula Inicial Não-Seriada - 4º Turno (intermediário da manhã)	*/;3;0;2820;i;FALSE
2826;VEM2121;5.;/*	Matrícula Inicial na 1a. Série - Turno Noturno	*/;5;0;2830;i;FALSE
2834;VEM2122;5.;/*	Matrícula Inicial na 2a. Série - Turno Noturno	*/;5;0;2838;i;FALSE
2842;VEM2123;5.;/*	Matrícula Inicial na 3a. Série - Turno Noturno	*/;5;0;2846;i;FALSE
2850;VEM2124;5.;/*	Matrícula Inicial na 4a. Série - Turno Noturno	*/;5;0;2854;i;FALSE
2858;VEM2125;5.;/*	Matrícula Inicial Não-Seriada - Turno Noturno	*/;5;0;2862;i;FALSE
2866;VEM2126;3.;/*	Matrícula Inicial na 1a. Série - Tempo Integral	*/;3;0;2868;i;FALSE
2874;VEM2127;3.;/*	Matrícula Inicial na 2a. Série - Tempo Integral	*/;3;0;2876;i;FALSE
2882;VEM2128;3.;/*	Matrícula Inicial na 3a. Série - Tempo Integral	*/;3;0;2884;i;FALSE
2890;VEM2129;3.;/*	Matrícula Inicial na 4a. Série - Tempo Integral	*/;3;0;2892;i;FALSE
2898;VEM2130;3.;/*	Matrícula Inicial Não-Seriada - Tempo Integral	*/;3;0;2900;i;FALSE
2906;VEM2201;3.;/*	Turmas na 1a. Série - 1º Turno (manhã)	*/;3;0;2908;i;FALSE
2914;VEM2202;3.;/*	Turmas na 2a. Série - 1º Turno (manhã)	*/;3;0;2916;i;FALSE
2922;VEM2203;3.;/*	Turmas na 3a. Série - 1º Turno (manhã)	*/;3;0;2924;i;FALSE
2930;VEM2204;3.;/*	Turmas na 4a. Série - 1º Turno (manhã)	*/;3;0;2932;i;FALSE
2938;VEM2205;3.;/*	Turmas Não-Seriada - 1º Turno (manhã)	*/;3;0;2940;i;FALSE
2946;VEM2206;3.;/*	Turmas na 1a. Série - 2º Turno (intermediário da manhã)	*/;3;0;2948;i;FALSE
2954;VEM2207;3.;/*	Turmas na 2a. Série - 2º Turno (intermediário da manhã)	*/;3;0;2956;i;FALSE
2962;VEM2208;3.;/*	Turmas na 3a. Série - 2º Turno (intermediário da manhã)	*/;3;0;2964;i;FALSE
2970;VEM2209;3.;/*	Turmas na 4a. Série - 2º Turno (intermediário da manhã)	*/;3;0;2972;i;FALSE
2978;VEM2210;3.;/*	Turmas Não-Seriada - 2º Turno (intermediário da manhã)	*/;3;0;2980;i;FALSE
2986;VEM2211;3.;/*	Turmas na 1a. Série - 3º Turno (tarde)	*/;3;0;2988;i;FALSE
2994;VEM2212;3.;/*	Turmas na 2a. Série - 3º Turno (tarde)	*/;3;0;2996;i;FALSE
3002;VEM2213;3.;/*	Turmas na 3a. Série - 3º Turno (tarde)	*/;3;0;3004;i;FALSE
3010;VEM2214;3.;/*	Turmas na 4a. Série - 3º Turno (tarde)	*/;3;0;3012;i;FALSE
3018;VEM2215;3.;/*	Turmas Não-Seriada - 3º Turno (tarde)	*/;3;0;3020;i;FALSE
3026;VEM2216;3.;/*	Turmas na 1a. Série - 4º Turno (intermediário da tarde)	*/;3;0;3028;i;FALSE
3034;VEM2217;3.;/*	Turmas na 2a. Série - 4º Turno (intermediário da tarde)	*/;3;0;3036;i;FALSE
3042;VEM2218;3.;/*	Turmas na 3a. Série - 4º Turno (intermediário da tarde)	*/;3;0;3044;i;FALSE
3050;VEM2219;3.;/*	Turmas na 4a. Série - 4º Turno (intermediário da tarde)	*/;3;0;3052;i;FALSE
3058;VEM2220;3.;/*	Turmas Não-Seriada - 4º Turno (intermediário da tarde)	*/;3;0;3060;i;FALSE
3066;VEM2221;3.;/*	Turmas na 1a. Série - Turno Noturno	*/;3;0;3068;i;FALSE
3074;VEM2222;3.;/*	Turmas na 2a. Série - Turno Noturno	*/;3;0;3076;i;FALSE
3082;VEM2223;3.;/*	Turmas na 3a. Série - Turno Noturno	*/;3;0;3084;i;FALSE
3090;VEM2224;3.;/*	Turmas na 4a. Série - Turno Noturno	*/;3;0;3092;i;FALSE
3098;VEM2225;3.;/*	Turmas Não-Seriada - Turno Noturno	*/;3;0;3100;i;FALSE
3106;VEM2226;3.;/*	Turmas na 1a. Série - Tempo Integral	*/;3;0;3108;i;FALSE
3114;VEM2227;3.;/*	Turmas na 2a. Série - Tempo Integral	*/;3;0;3116;i;FALSE
3122;VEM2228;3.;/*	Turmas na 3a. Série - Tempo Integral	*/;3;0;3124;i;FALSE
3130;VEM2229;3.;/*	Turmas na 4a. Série - Tempo Integral	*/;3;0;3132;i;FALSE
3138;VEM2230;3.;/*	Turmas Não-Seriada - Tempo Integral	*/;3;0;3140;i;FALSE
3146;VEM2301;5.;/*	Matrícula Inicial (com menos de 15 anos) - Na 1a. Série	*/;5;0;3150;i;FALSE
3154;VEM2302;5.;/*	Matrícula Inicial (com menos de 15 anos) - Na 2a. Série	*/;5;0;3158;i;FALSE
3162;VEM2303;5.;/*	Matrícula Inicial (com menos de 15 anos) - Na 3a. Série	*/;5;0;3166;i;FALSE
3170;VEM2304;5.;/*	Matrícula Inicial (com menos de 15 anos) - Na 4a. Série	*/;5;0;3174;i;FALSE
3178;VEM2305;5.;/*	Matrícula Inicial (com menos de 15 anos) - Não-Seriada	*/;5;0;3182;i;FALSE
3186;VEM2306;5.;/*	Matrícula Inicial (com 15 anos) - Na 1a. Série	*/;5;0;3190;i;FALSE
3194;VEM2307;5.;/*	Matrícula Inicial (com 15 anos) - Na 2a. Série	*/;5;0;3198;i;FALSE
3202;VEM2308;5.;/*	Matrícula Inicial (com 15 anos) - Na 3a. Série	*/;5;0;3206;i;FALSE
3210;VEM2309;5.;/*	Matrícula Inicial (com 15 anos) - Na 4a. Série	*/;5;0;3214;i;FALSE
3218;VEM2310;5.;/*	Matrícula Inicial (com 15 anos) - Não-Seriada	*/;5;0;3222;i;FALSE
3226;VEM2311;5.;/*	Matrícula Inicial (com 16 anos) - Na 1a. Série	*/;5;0;3230;i;FALSE
3234;VEM2312;5.;/*	Matrícula Inicial (com 16 anos) - Na 2a. Série	*/;5;0;3238;i;FALSE
3242;VEM2313;5.;/*	Matrícula Inicial (com 16 anos) - Na 3a. Série	*/;5;0;3246;i;FALSE
3250;VEM2314;5.;/*	Matrícula Inicial (com 16 anos) - Na 4a. Série	*/;5;0;3254;i;FALSE
3258;VEM2315;5.;/*	Matrícula Inicial (com 16 anos) - Não-Seriada	*/;5;0;3262;i;FALSE
3266;VEM2316;5.;/*	Matrícula Inicial (com 17 anos) - Na 1a. Série	*/;5;0;3270;i;FALSE
3274;VEM2317;5.;/*	Matrícula Inicial (com 17 anos) - Na 2a. Série	*/;5;0;3278;i;FALSE
3282;VEM2318;5.;/*	Matrícula Inicial (com 17 anos) - Na 3a. Série	*/;5;0;3286;i;FALSE
3290;VEM2319;5.;/*	Matrícula Inicial (com 17 anos) - Na 4a. Série	*/;5;0;3294;i;FALSE
3298;VEM2320;5.;/*	Matrícula Inicial (com 17 anos) - Não-Seriada	*/;5;0;3302;i;FALSE
3306;VEM2321;5.;/*	Matrícula Inicial (com 18 anos) - Na 1a. Série	*/;5;0;3310;i;FALSE
3314;VEM2322;5.;/*	Matrícula Inicial (com 18 anos) - Na 2a. Série	*/;5;0;3318;i;FALSE
3322;VEM2323;5.;/*	Matrícula Inicial (com 18 anos) - Na 3a. Série	*/;5;0;3326;i;FALSE
3330;VEM2324;5.;/*	Matrícula Inicial (com 18 anos) - Na 4a. Série	*/;5;0;3334;i;FALSE
3338;VEM2325;5.;/*	Matrícula Inicial (com 18 anos) - Não-Seriada	*/;5;0;3342;i;FALSE
3346;VEM2326;5.;/*	Matrícula Inicial (com 19 anos) - Na 1a. Série	*/;5;0;3350;i;FALSE
3354;VEM2327;5.;/*	Matrícula Inicial (com 19 anos) - Na 2a. Série	*/;5;0;3358;i;FALSE
3362;VEM2328;5.;/*	Matrícula Inicial (com 19 anos) - Na 3a. Série	*/;5;0;3366;i;FALSE
3370;VEM2329;5.;/*	Matrícula Inicial (com 19 anos) - Na 4a. Série	*/;5;0;3374;i;FALSE
3378;VEM2330;5.;/*	Matrícula Inicial (com 19 anos) - Não-Seriada	*/;5;0;3382;i;FALSE
3386;VEM2331;5.;/*	Matrícula Inicial (com mais de 19 anos) - Na 1a. Série	*/;5;0;3390;i;FALSE
3394;VEM2332;5.;/*	Matrícula Inicial (com mais de 19 anos) - Na 2a. Série	*/;5;0;3398;i;FALSE
3402;VEM2333;5.;/*	Matrícula Inicial (com mais de 19 anos) - Na 3a. Série	*/;5;0;3406;i;FALSE
3410;VEM2334;5.;/*	Matrícula Inicial (com mais de 19 anos) - Na 4a. Série	*/;5;0;3414;i;FALSE
3418;VEM2335;5.;/*	Matrícula Inicial (com mais de 19 anos) - Não-Seriada	*/;5;0;3422;i;FALSE
3426;VEM2401;5.;/*	Repetentes na 1a. Série (por terem sido reprovados em 1994)	*/;5;0;3430;i;FALSE
3434;VEM2402;5.;/*	Repetentes na 2a. Série (por terem sido reprovados em 1994)	*/;5;0;3438;i;FALSE
3442;VEM2403;5.;/*	Repetentes na 3a. Série (por terem sido reprovados em 1994)	*/;5;0;3446;i;FALSE
3450;VEM2404;5.;/*	Repetentes na 4a. Série (por terem sido reprovados em 1994)	*/;5;0;3454;i;FALSE
3458;VEM2405;5.;/*	Repetentes na 1a. Série (por terem sido afastados por abandono em 1994)	*/;5;0;3462;i;FALSE
3466;VEM2406;5.;/*	Repetentes na 2a. Série (por terem sido afastados por abandono em 1994)	*/;5;0;3470;i;FALSE
3474;VEM2407;5.;/*	Repetentes na 3a. Série (por terem sido afastados por abandono em 1994)	*/;5;0;3478;i;FALSE
3482;VEM2408;5.;/*	Repetentes na 4a. Série (por terem sido afastados por abandono em 1994)	*/;5;0;3486;i;FALSE
3490;VEM2409;5.;/*	Repetentes na 1a. Série (apesar de terem sido aprovados em 1994)	*/;5;0;3494;i;FALSE
3498;VEM2410;5.;/*	Repetentes na 2a. Série (apesar de terem sido aprovados em 1994)	*/;5;0;3502;i;FALSE
3506;VEM2411;5.;/*	Repetentes na 3a. Série (apesar de terem sido aprovados em 1994)	*/;5;0;3510;i;FALSE
3514;VEM2412;5.;/*	Repetentes na 4a. Série (apesar de terem sido aprovados em 1994)	*/;5;0;3518;i;FALSE
3522;VEM2501;5.;/*	Matriculados na 1a. Série (que em 1994 frequentaram o ensino supletivo)	*/;5;0;3526;i;FALSE
3530;VEM2502;5.;/*	Matriculados na 2a. Série (que em 1994 frequentaram o ensino supletivo)	*/;5;0;3534;i;FALSE
3538;VEM2503;5.;/*	Matriculados na 3a. Série (que em 1994 frequentaram o ensino supletivo)	*/;5;0;3542;i;FALSE
3546;VEM2504;5.;/*	Matriculados na 4a. Série (que em 1994 frequentaram o ensino supletivo)	*/;5;0;3550;i;FALSE
3554;VEM2505;5.;/*	Matriculados na 1a. Série (que não frequentaram a escola em 1994)	*/;5;0;3558;i;FALSE
3562;VEM2506;5.;/*	Matriculados na 2a. Série (que não frequentaram a escola em 1994)	*/;5;0;3566;i;FALSE
3570;VEM2507;5.;/*	Matriculados na 3a. Série (que não frequentaram a escola em 1994)	*/;5;0;3574;i;FALSE
3578;VEM2508;5.;/*	Matriculados na 4a. Série (que não frequentaram a escola em 1994)	*/;5;0;3582;i;FALSE
3586;VEM2509;5.;/*	Matriculados na 1a. Série (apesar de terem sido aprovados)	*/;5;0;3590;i;FALSE
3594;VEM2510;5.;/*	Matriculados na 2a. Série (apesar de terem sido aprovados)	*/;5;0;3598;i;FALSE
3602;VEM2511;5.;/*	Matriculados na 3a. Série (apesar de terem sido aprovados)	*/;5;0;3606;i;FALSE
3610;VEM2512;5.;/*	Matriculados na 4a. Série (apesar de terem sido aprovados)	*/;5;0;3614;i;FALSE
3618;VEM2601;5.;/*	Alunos na 1a. Série (afastados por transferência) - Em 1994 (turno diurno)	*/;5;0;3622;i;FALSE
3626;VEM2602;5.;/*	Alunos na 1a. Série (afastados por abandono) - Em 1994 (turno diurno)	*/;5;0;3630;i;FALSE
3634;VEM2603;5.;/*	Alunos na 1a. Série (aprovados) - Em 1994 (turno diurno)	*/;5;0;3638;i;FALSE
3642;VEM2604;5.;/*	Alunos na 1a. Série (reprovados) - Em 1994 (turno diurno)	*/;5;0;3646;i;FALSE
3650;VEM2605;5.;/*	Alunos na 2a. Série (afastados por transferência) - Em 1994 (turno diurno)	*/;5;0;3654;i;FALSE
3658;VEM2606;5.;/*	Alunos na 2a. Série (afastados por abandono) - Em 1994 (turno diurno)	*/;5;0;3662;i;FALSE
3666;VEM2607;5.;/*	Alunos na 2a. Série (aprovados) - Em 1994 (turno diurno)	*/;5;0;3670;i;FALSE
3674;VEM2608;5.;/*	Alunos na 2a. Série (reprovados) - Em 1994 (turno diurno)	*/;5;0;3678;i;FALSE
3682;VEM2609;5.;/*	Alunos na 3a. Série (afastados por transferência) - Em 1994 (turno diurno)	*/;5;0;3686;i;FALSE
3690;VEM2610;5.;/*	Alunos na 3a. Série (afastados por abandono) - Em 1994 (turno diurno)	*/;5;0;3694;i;FALSE
3698;VEM2611;5.;/*	Alunos na 3a. Série (aprovados) - Em 1994 (turno diurno)	*/;5;0;3702;i;FALSE
3706;VEM2612;5.;/*	Alunos na 3a. Série (reprovados) - Em 1994 (turno diurno)	*/;5;0;3710;i;FALSE
3714;VEM2613;5.;/*	Alunos na 4a. Série (afastados por transferência) - Em 1994 (turno diurno)	*/;5;0;3718;i;FALSE
3722;VEM2614;5.;/*	Alunos na 4a. Série (afastados por abandono) - Em 1994 (turno diurno)	*/;5;0;3726;i;FALSE
3730;VEM2615;5.;/*	Alunos na 4a. Série (aprovados) - Em 1994 (turno diurno)	*/;5;0;3734;i;FALSE
3738;VEM2616;5.;/*	Alunos na 4a. Série (reprovados) - Em 1994 (turno diurno)	*/;5;0;3742;i;FALSE
3746;VEM2701;5.;/*	Alunos na 1a. Série (afastados por transferência) - Em 1994 (turno noturno)	*/;5;0;3750;i;FALSE
3754;VEM2702;5.;/*	Alunos na 1a. Série (afastados por abandono) - Em 1994 (turno noturno)	*/;5;0;3758;i;FALSE
3762;VEM2703;5.;/*	Alunos na 1a. Série (aprovados) - Em 1994 (turno noturno)	*/;5;0;3766;i;FALSE
3770;VEM2704;5.;/*	Alunos na 1a. Série (reprovados) - Em 1994 (turno noturno)	*/;5;0;3774;i;FALSE
