int_pos;var_name;x;label;length;decimal_places;fin_pos;col_type;CHAR
1;MASCARA;8.;/*	Máscara da Escola	*/;8;0;8;i;FALSE
7548;VEF4N14;12.;/*	Matrículas na 4ª Série - Masculino - Turno Noturno	*/;12;0;7559;d;FALSE
7560;VEF4N15;12.;/*	Matrículas na 5ª Série - Masculino - Turno Noturno	*/;12;0;7571;d;FALSE
7572;VEF4N16;12.;/*	Matrículas na 6ª Série - Masculino - Turno Noturno	*/;12;0;7583;d;FALSE
7584;VEF4N17;12.;/*	Matrículas na 7ª Série - Masculino - Turno Noturno	*/;12;0;7595;d;FALSE
7596;VEF4N18;12.;/*	Matrículas na 8ª Série - Masculino - Turno Noturno	*/;12;0;7607;d;FALSE
7608;VEF4N21;12.;/*	Matrículas na 1ª Série - Feminino - Turno Noturno	*/;12;0;7619;d;FALSE
7620;VEF4N22;12.;/*	Matrículas na 2ª Série - Feminino - Turno Noturno	*/;12;0;7631;d;FALSE
7632;VEF4N23;12.;/*	Matrículas na 3ª Série - Feminino - Turno Noturno	*/;12;0;7643;d;FALSE
7644;VEF4N24;12.;/*	Matrículas na 4ª Série - Feminino - Turno Noturno	*/;12;0;7655;d;FALSE
7656;VEF4N25;12.;/*	Matrículas na 5ª Série - Feminino - Turno Noturno	*/;12;0;7667;d;FALSE
7668;VEF4N26;12.;/*	Matrículas na 6ª Série - Feminino - Turno Noturno	*/;12;0;7679;d;FALSE
7680;VEF4N27;12.;/*	Matrículas na 7ª Série - Feminino - Turno Noturno	*/;12;0;7691;d;FALSE
7692;VEF4N28;12.;/*	Matrículas na 8ª Série - Feminino - Turno Noturno	*/;12;0;7703;d;FALSE
7704;VEF11D11;12.;/*	Matrículas na 1ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7715;d;FALSE
7716;VEF11D12;12.;/*	Matrículas na 2ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7727;d;FALSE
7728;VEF11D13;12.;/*	Matrículas na 3ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7739;d;FALSE
7740;VEF11D14;12.;/*	Matrículas na 4ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7751;d;FALSE
7752;VEF11D15;12.;/*	Matrículas na 5ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7763;d;FALSE
7764;VEF11D16;12.;/*	Matrículas na 6ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7775;d;FALSE
7776;VEF11D17;12.;/*	Matrículas na 7ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7787;d;FALSE
7788;VEF11D18;12.;/*	Matrículas na 8ª Série - Nos programas de correção de fluxo - Turno Diurno	*/;12;0;7799;d;FALSE
7800;VEF11N11;12.;/*	Matrículas na 1ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7811;d;FALSE
7812;VEF11N12;12.;/*	Matrículas na 2ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7823;d;FALSE
7824;VEF11N13;12.;/*	Matrículas na 3ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7835;d;FALSE
7836;VEF11N14;12.;/*	Matrículas na 4ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7847;d;FALSE
7848;VEF11N15;12.;/*	Matrículas na 5ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7859;d;FALSE
7860;VEF11N16;12.;/*	Matrículas na 6ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7871;d;FALSE
7872;VEF11N17;12.;/*	Matrículas na 7ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7883;d;FALSE
7884;VEF11N18;12.;/*	Matrículas na 8ª Série - Nos programas de correção de fluxo - Turno Noturno	*/;12;0;7895;d;FALSE
7896;VEF551;12.;/*	Matrículas na 1ª Série de alunos promovidos no ano anterior	*/;12;0;7907;d;FALSE
7908;VEF552;12.;/*	Matrículas na 2ª Série de alunos promovidos no ano anterior	*/;12;0;7919;d;FALSE
7920;VEF553;12.;/*	Matrículas na 3ª Série de alunos promovidos no ano anterior	*/;12;0;7931;d;FALSE
7932;VEF554;12.;/*	Matrículas na 4ª Série de alunos promovidos no ano anterior	*/;12;0;7943;d;FALSE
7944;VEF555;12.;/*	Matrículas na 5ª Série de alunos promovidos no ano anterior	*/;12;0;7955;d;FALSE
7956;VEF556;12.;/*	Matrículas na 6ª Série de alunos promovidos no ano anterior	*/;12;0;7967;d;FALSE
7968;VEF557;12.;/*	Matrículas na 7ª Série de alunos promovidos no ano anterior	*/;12;0;7979;d;FALSE
7980;VEF558;12.;/*	Matrículas na 8ª Série de alunos promovidos no ano anterior	*/;12;0;7991;d;FALSE
7992;VEF541;12.;/*	Matrículas na 1ª Série de alunos repetentes no ano anterior	*/;12;0;8003;d;FALSE
8004;VEF542;12.;/*	Matrículas na 2ª Série de alunos repetentes no ano anterior	*/;12;0;8015;d;FALSE
8016;VEF543;12.;/*	Matrículas na 3ª Série de alunos repetentes no ano anterior	*/;12;0;8027;d;FALSE
8028;VEF544;12.;/*	Matrículas na 4ª Série de alunos repetentes no ano anterior	*/;12;0;8039;d;FALSE
8040;VEF545;12.;/*	Matrículas na 5ª Série de alunos repetentes no ano anterior	*/;12;0;8051;d;FALSE
8052;VEF546;12.;/*	Matrículas na 6ª Série de alunos repetentes no ano anterior	*/;12;0;8063;d;FALSE
8064;VEF547;12.;/*	Matrículas na 7ª Série de alunos repetentes no ano anterior	*/;12;0;8075;d;FALSE
8076;VEF548;12.;/*	Matrículas na 8ª Série de alunos repetentes no ano anterior	*/;12;0;8087;d;FALSE
8088;VEF611;12.;/*	Matrículas na 1ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8099;d;FALSE
8100;VEF612;12.;/*	Matrículas na 2ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8111;d;FALSE
8112;VEF613;12.;/*	Matrículas na 3ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8123;d;FALSE
8124;VEF614;12.;/*	Matrículas na 4ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8135;d;FALSE
8136;VEF615;12.;/*	Matrículas na 5ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8147;d;FALSE
8148;VEF616;12.;/*	Matrículas na 6ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8159;d;FALSE
8160;VEF617;12.;/*	Matrículas na 7ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8171;d;FALSE
8172;VEF618;12.;/*	Matrículas na 8ª Série de alunos que frequentaram a Educação de Jovens e Adultos no ano anterior	*/;12;0;8183;d;FALSE
8184;VEF621;12.;/*	Matrículas na 1ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8195;d;FALSE
8196;VEF622;12.;/*	Matrículas na 2ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8207;d;FALSE
8208;VEF623;12.;/*	Matrículas na 3ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8219;d;FALSE
8220;VEF624;12.;/*	Matrículas na 4ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8231;d;FALSE
8232;VEF625;12.;/*	Matrículas na 5ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8243;d;FALSE
8244;VEF626;12.;/*	Matrículas na 6ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8255;d;FALSE
8256;VEF627;12.;/*	Matrículas na 7ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8267;d;FALSE
8268;VEF628;12.;/*	Matrículas na 8ª Série de alunos que não frequentaram escola no ano anterior	*/;12;0;8279;d;FALSE
8280;DEF881;12.;/*	Admitidos no ano anterior na 1ª Série - Turno Diurno	*/;12;0;8291;d;FALSE
8292;DEF882;12.;/*	Admitidos no ano anterior na 2ª Série - Turno Diurno	*/;12;0;8303;d;FALSE
8304;DEF883;12.;/*	Admitidos no ano anterior na 3ª Série - Turno Diurno	*/;12;0;8315;d;FALSE
8316;DEF884;12.;/*	Admitidos no ano anterior na 4ª Série - Turno Diurno	*/;12;0;8327;d;FALSE
8328;DEF885;12.;/*	Admitidos no ano anterior na 5ª Série - Turno Diurno	*/;12;0;8339;d;FALSE
8340;DEF886;12.;/*	Admitidos no ano anterior na 6ª Série - Turno Diurno	*/;12;0;8351;d;FALSE
8352;DEF887;12.;/*	Admitidos no ano anterior na 7ª Série - Turno Diurno	*/;12;0;8363;d;FALSE
8364;DEF888;12.;/*	Admitidos no ano anterior na 8ª Série - Turno Diurno	*/;12;0;8375;d;FALSE
8376;DEF891;12.;/*	Afastados por Abandono no ano anterior na 1ª Série - Turno Diurno	*/;12;0;8387;d;FALSE
8388;DEF892;12.;/*	Afastados por Abandono no ano anterior na 2ª Série - Turno Diurno	*/;12;0;8399;d;FALSE
8400;DEF893;12.;/*	Afastados por Abandono no ano anterior na 3ª Série - Turno Diurno	*/;12;0;8411;d;FALSE
8412;DEF894;12.;/*	Afastados por Abandono no ano anterior na 4ª Série - Turno Diurno	*/;12;0;8423;d;FALSE
8424;DEF895;12.;/*	Afastados por Abandono no ano anterior na 5ª Série - Turno Diurno	*/;12;0;8435;d;FALSE
8436;DEF896;12.;/*	Afastados por Abandono no ano anterior na 6ª Série - Turno Diurno	*/;12;0;8447;d;FALSE
8448;DEF897;12.;/*	Afastados por Abandono no ano anterior na 7ª Série - Turno Diurno	*/;12;0;8459;d;FALSE
8460;DEF898;12.;/*	Afastados por Abandono no ano anterior na 8ª Série - Turno Diurno	*/;12;0;8471;d;FALSE
8472;DEF8A1;12.;/*	Afastados por Transferência no ano anterior na 1ª Série - Turno Diurno	*/;12;0;8483;d;FALSE
8484;DEF8A2;12.;/*	Afastados por Transferência no ano anterior na 2ª Série - Turno Diurno	*/;12;0;8495;d;FALSE
8496;DEF8A3;12.;/*	Afastados por Transferência no ano anterior na 3ª Série - Turno Diurno	*/;12;0;8507;d;FALSE
8508;DEF8A4;12.;/*	Afastados por Transferência no ano anterior na 4ª Série - Turno Diurno	*/;12;0;8519;d;FALSE
8520;DEF8A5;12.;/*	Afastados por Transferência no ano anterior na 5ª Série - Turno Diurno	*/;12;0;8531;d;FALSE
8532;DEF8A6;12.;/*	Afastados por Transferência no ano anterior na 6ª Série - Turno Diurno	*/;12;0;8543;d;FALSE
8544;DEF8A7;12.;/*	Afastados por Transferência no ano anterior na 7ª Série - Turno Diurno	*/;12;0;8555;d;FALSE
8556;DEF8A8;12.;/*	Afastados por Transferência no ano anterior na 8ª Série - Turno Diurno	*/;12;0;8567;d;FALSE
8568;DEF8B1;12.;/*	Aprovados sem Dependência no ano anterior na 1ª Série - Turno Diurno	*/;12;0;8579;d;FALSE
8580;DEF8B2;12.;/*	Aprovados sem Dependência no ano anterior na 2ª Série - Turno Diurno	*/;12;0;8591;d;FALSE
8592;DEF8B3;12.;/*	Aprovados sem Dependência no ano anterior na 3ª Série - Turno Diurno	*/;12;0;8603;d;FALSE
8604;DEF8B4;12.;/*	Aprovados sem Dependência no ano anterior na 4ª Série - Turno Diurno	*/;12;0;8615;d;FALSE
8616;DEF8B5;12.;/*	Aprovados sem Dependência no ano anterior na 5ª Série - Turno Diurno	*/;12;0;8627;d;FALSE
8628;DEF8B6;12.;/*	Aprovados sem Dependência no ano anterior na 6ª Série - Turno Diurno	*/;12;0;8639;d;FALSE
8640;DEF8B7;12.;/*	Aprovados sem Dependência no ano anterior na 7ª Série - Turno Diurno	*/;12;0;8651;d;FALSE
8652;DEF8B8;12.;/*	Aprovados sem Dependência no ano anterior na 8ª Série - Turno Diurno	*/;12;0;8663;d;FALSE
8664;DEF8C1;12.;/*	Aprovados com Dependência no ano anterior na 1ª Série - Turno Diurno	*/;12;0;8675;d;FALSE
8676;DEF8C2;12.;/*	Aprovados com Dependência no ano anterior na 2ª Série - Turno Diurno	*/;12;0;8687;d;FALSE
8688;DEF8C3;12.;/*	Aprovados com Dependência no ano anterior na 3ª Série - Turno Diurno	*/;12;0;8699;d;FALSE
8700;DEF8C4;12.;/*	Aprovados com Dependência no ano anterior na 4ª Série - Turno Diurno	*/;12;0;8711;d;FALSE
8712;DEF8C5;12.;/*	Aprovados com Dependência no ano anterior na 5ª Série - Turno Diurno	*/;12;0;8723;d;FALSE
8724;DEF8C6;12.;/*	Aprovados com Dependência no ano anterior na 6ª Série - Turno Diurno	*/;12;0;8735;d;FALSE
8736;DEF8C7;12.;/*	Aprovados com Dependência no ano anterior na 7ª Série - Turno Diurno	*/;12;0;8747;d;FALSE
8748;DEF8C8;12.;/*	Aprovados com Dependência no ano anterior na 8ª Série - Turno Diurno	*/;12;0;8759;d;FALSE
8760;DEF8D1;12.;/*	Reprovados no ano anterior na 1ª Série - Turno Diurno	*/;12;0;8771;d;FALSE
8772;DEF8D2;12.;/*	Reprovados no ano anterior na 2ª Série - Turno Diurno	*/;12;0;8783;d;FALSE
8784;DEF8D3;12.;/*	Reprovados no ano anterior na 3ª Série - Turno Diurno	*/;12;0;8795;d;FALSE
8796;DEF8D4;12.;/*	Reprovados no ano anterior na 4ª Série - Turno Diurno	*/;12;0;8807;d;FALSE
8808;DEF8D5;12.;/*	Reprovados no ano anterior na 5ª Série - Turno Diurno	*/;12;0;8819;d;FALSE
8820;DEF8D6;12.;/*	Reprovados no ano anterior na 6ª Série - Turno Diurno	*/;12;0;8831;d;FALSE
8832;DEF8D7;12.;/*	Reprovados no ano anterior na 7ª Série - Turno Diurno	*/;12;0;8843;d;FALSE
8844;DEF8D8;12.;/*	Reprovados no ano anterior na 8ª Série - Turno Diurno	*/;12;0;8855;d;FALSE
8856;NEF889;12.;/*	Admitidos no ano anterior na 1ª Série - Turno Noturno	*/;12;0;8867;d;FALSE
8868;NEF88A;12.;/*	Admitidos no ano anterior na 2ª Série - Turno Noturno	*/;12;0;8879;d;FALSE
8880;NEF88B;12.;/*	Admitidos no ano anterior na 3ª Série - Turno Noturno	*/;12;0;8891;d;FALSE
8892;NEF88C;12.;/*	Admitidos no ano anterior na 4ª Série - Turno Noturno	*/;12;0;8903;d;FALSE
8904;NEF88D;12.;/*	Admitidos no ano anterior na 5ª Série - Turno Noturno	*/;12;0;8915;d;FALSE
8916;NEF88E;12.;/*	Admitidos no ano anterior na 6ª Série - Turno Noturno	*/;12;0;8927;d;FALSE
8928;NEF88F;12.;/*	Admitidos no ano anterior na 7ª Série - Turno Noturno	*/;12;0;8939;d;FALSE
8940;NEF88G;12.;/*	Admitidos no ano anterior na 8ª Série - Turno Noturno	*/;12;0;8951;d;FALSE
8952;NEF899;12.;/*	Afastados por Abandono no ano anterior na 1ª Série - Turno Noturno	*/;12;0;8963;d;FALSE
8964;NEF89A;12.;/*	Afastados por Abandono no ano anterior na 2ª Série - Turno Noturno	*/;12;0;8975;d;FALSE
8976;NEF89B;12.;/*	Afastados por Abandono no ano anterior na 3ª Série - Turno Noturno	*/;12;0;8987;d;FALSE
8988;NEF89C;12.;/*	Afastados por Abandono no ano anterior na 4ª Série - Turno Noturno	*/;12;0;8999;d;FALSE
9000;NEF89D;12.;/*	Afastados por Abandono no ano anterior na 5ª Série - Turno Noturno	*/;12;0;9011;d;FALSE
9012;NEF89E;12.;/*	Afastados por Abandono no ano anterior na 6ª Série - Turno Noturno	*/;12;0;9023;d;FALSE
9024;NEF89F;12.;/*	Afastados por Abandono no ano anterior na 7ª Série - Turno Noturno	*/;12;0;9035;d;FALSE
9036;NEF89G;12.;/*	Afastados por Abandono no ano anterior na 8ª Série - Turno Noturno	*/;12;0;9047;d;FALSE
9048;NEF8A9;12.;/*	Afastados por Transferência no ano anterior na 1ª Série - Turno Noturno	*/;12;0;9059;d;FALSE
9060;NEF8AA;12.;/*	Afastados por Transferência no ano anterior na 2ª Série - Turno Noturno	*/;12;0;9071;d;FALSE
9072;NEF8AB;12.;/*	Afastados por Transferência no ano anterior na 3ª Série - Turno Noturno	*/;12;0;9083;d;FALSE
9084;NEF8AC;12.;/*	Afastados por Transferência no ano anterior na 4ª Série - Turno Noturno	*/;12;0;9095;d;FALSE
9096;NEF8AD;12.;/*	Afastados por Transferência no ano anterior na 5ª Série - Turno Noturno	*/;12;0;9107;d;FALSE
9108;NEF8AE;12.;/*	Afastados por Transferência no ano anterior na 6ª Série - Turno Noturno	*/;12;0;9119;d;FALSE
9120;NEF8AF;12.;/*	Afastados por Transferência no ano anterior na 7ª Série - Turno Noturno	*/;12;0;9131;d;FALSE
9132;NEF8AG;12.;/*	Afastados por Transferência no ano anterior na 8ª Série - Turno Noturno	*/;12;0;9143;d;FALSE
9144;NEF8B9;12.;/*	Aprovados sem Dependência no ano anterior na 1ª Série - Turno Noturno	*/;12;0;9155;d;FALSE
9156;NEF8BA;12.;/*	Aprovados sem Dependência no ano anterior na 2ª Série - Turno Noturno	*/;12;0;9167;d;FALSE
9168;NEF8BB;12.;/*	Aprovados sem Dependência no ano anterior na 3ª Série - Turno Noturno	*/;12;0;9179;d;FALSE
9180;NEF8BC;12.;/*	Aprovados sem Dependência no ano anterior na 4ª Série - Turno Noturno	*/;12;0;9191;d;FALSE
9192;NEF8BD;12.;/*	Aprovados sem Dependência no ano anterior na 5ª Série - Turno Noturno	*/;12;0;9203;d;FALSE
9204;NEF8BE;12.;/*	Aprovados sem Dependência no ano anterior na 6ª Série - Turno Noturno	*/;12;0;9215;d;FALSE
9216;NEF8BF;12.;/*	Aprovados sem Dependência no ano anterior na 7ª Série - Turno Noturno	*/;12;0;9227;d;FALSE
9228;NEF8BG;12.;/*	Aprovados sem Dependência no ano anterior na 8ª Série - Turno Noturno	*/;12;0;9239;d;FALSE
9240;NEF8C9;12.;/*	Aprovados com Dependência no ano anterior na 1ª Série - Turno Noturno	*/;12;0;9251;d;FALSE
9252;NEF8CA;12.;/*	Aprovados com Dependência no ano anterior na 2ª Série - Turno Noturno	*/;12;0;9263;d;FALSE
9264;NEF8CB;12.;/*	Aprovados com Dependência no ano anterior na 3ª Série - Turno Noturno	*/;12;0;9275;d;FALSE
9276;NEF8CC;12.;/*	Aprovados com Dependência no ano anterior na 4ª Série - Turno Noturno	*/;12;0;9287;d;FALSE
9288;NEF8CD;12.;/*	Aprovados com Dependência no ano anterior na 5ª Série - Turno Noturno	*/;12;0;9299;d;FALSE
9300;NEF8CE;12.;/*	Aprovados com Dependência no ano anterior na 6ª Série - Turno Noturno	*/;12;0;9311;d;FALSE
9312;NEF8CF;12.;/*	Aprovados com Dependência no ano anterior na 7ª Série - Turno Noturno	*/;12;0;9323;d;FALSE
9324;NEF8CG;12.;/*	Aprovados com Dependência no ano anterior na 8ª Série - Turno Noturno	*/;12;0;9335;d;FALSE
9336;NEF8D9;12.;/*	Reprovados no ano anterior na 1ª Série - Turno Noturno	*/;12;0;9347;d;FALSE
9348;NEF8DA;12.;/*	Reprovados no ano anterior na 2ª Série - Turno Noturno	*/;12;0;9359;d;FALSE
9360;NEF8DB;12.;/*	Reprovados no ano anterior na 3ª Série - Turno Noturno	*/;12;0;9371;d;FALSE
9372;NEF8DC;12.;/*	Reprovados no ano anterior na 4ª Série - Turno Noturno	*/;12;0;9383;d;FALSE
9384;NEF8DD;12.;/*	Reprovados no ano anterior na 5ª Série - Turno Noturno	*/;12;0;9395;d;FALSE
9396;NEF8DE;12.;/*	Reprovados no ano anterior na 6ª Série - Turno Noturno	*/;12;0;9407;d;FALSE
9408;NEF8DF;12.;/*	Reprovados no ano anterior na 7ª Série - Turno Noturno	*/;12;0;9419;d;FALSE
9420;NEF8DG;12.;/*	Reprovados no ano anterior na 8ª Série - Turno Noturno	*/;12;0;9431;d;FALSE
9432;DEF1281;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: 2ª - Turno Diurno	*/;12;0;9443;d;FALSE
9444;DEF1282;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: 3ª - Turno Diurno	*/;12;0;9455;d;FALSE
9456;DEF1283;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: 4ª - Turno Diurno	*/;12;0;9467;d;FALSE
9468;DEF1284;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: 5ª - Turno Diurno	*/;12;0;9479;d;FALSE
9480;DEF1285;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: 6ª - Turno Diurno	*/;12;0;9491;d;FALSE
9492;DEF1286;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: 7ª - Turno Diurno	*/;12;0;9503;d;FALSE
9504;DEF1287;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: 8ª - Turno Diurno	*/;12;0;9515;d;FALSE
9516;DEF1288;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 1ª - Série de Destino: Médio - Turno Diurno	*/;12;0;9527;d;FALSE
9528;DEF1291;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: 2ª - Turno Diurno	*/;12;0;9539;d;FALSE
9540;DEF1292;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: 3ª - Turno Diurno	*/;12;0;9551;d;FALSE
9552;DEF1293;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: 4ª - Turno Diurno	*/;12;0;9563;d;FALSE
9564;DEF1294;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: 5ª - Turno Diurno	*/;12;0;9575;d;FALSE
9576;DEF1295;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: 6ª - Turno Diurno	*/;12;0;9587;d;FALSE
9588;DEF1296;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: 7ª - Turno Diurno	*/;12;0;9599;d;FALSE
9600;DEF1297;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: 8ª - Turno Diurno	*/;12;0;9611;d;FALSE
9612;DEF1298;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 2ª - Série de Destino: Médio - Turno Diurno	*/;12;0;9623;d;FALSE
9624;DEF12A1;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: 2ª - Turno Diurno	*/;12;0;9635;d;FALSE
9636;DEF12A2;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: 3ª - Turno Diurno	*/;12;0;9647;d;FALSE
9648;DEF12A3;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: 4ª - Turno Diurno	*/;12;0;9659;d;FALSE
9660;DEF12A4;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: 5ª - Turno Diurno	*/;12;0;9671;d;FALSE
9672;DEF12A5;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: 6ª - Turno Diurno	*/;12;0;9683;d;FALSE
9684;DEF12A6;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: 7ª - Turno Diurno	*/;12;0;9695;d;FALSE
9696;DEF12A7;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: 8ª - Turno Diurno	*/;12;0;9707;d;FALSE
9708;DEF12A8;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 3ª - Série de Destino: Médio - Turno Diurno	*/;12;0;9719;d;FALSE
9720;DEF12B1;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: 2ª - Turno Diurno	*/;12;0;9731;d;FALSE
9732;DEF12B2;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: 3ª - Turno Diurno	*/;12;0;9743;d;FALSE
9744;DEF12B3;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: 4ª - Turno Diurno	*/;12;0;9755;d;FALSE
9756;DEF12B4;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: 5ª - Turno Diurno	*/;12;0;9767;d;FALSE
9768;DEF12B5;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: 6ª - Turno Diurno	*/;12;0;9779;d;FALSE
9780;DEF12B6;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: 7ª - Turno Diurno	*/;12;0;9791;d;FALSE
9792;DEF12B7;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: 8ª - Turno Diurno	*/;12;0;9803;d;FALSE
9804;DEF12B8;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 4ª - Série de Destino: Médio - Turno Diurno	*/;12;0;9815;d;FALSE
9816;DEF12C1;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: 2ª - Turno Diurno	*/;12;0;9827;d;FALSE
9828;DEF12C2;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: 3ª - Turno Diurno	*/;12;0;9839;d;FALSE
9840;DEF12C3;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: 4ª - Turno Diurno	*/;12;0;9851;d;FALSE
9852;DEF12C4;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: 5ª - Turno Diurno	*/;12;0;9863;d;FALSE
9864;DEF12C5;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: 6ª - Turno Diurno	*/;12;0;9875;d;FALSE
9876;DEF12C6;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: 7ª - Turno Diurno	*/;12;0;9887;d;FALSE
9888;DEF12C7;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: 8ª - Turno Diurno	*/;12;0;9899;d;FALSE
9900;DEF12C8;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 5ª - Série de Destino: Médio - Turno Diurno	*/;12;0;9911;d;FALSE
9912;DEF12D1;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: 2ª - Turno Diurno	*/;12;0;9923;d;FALSE
9924;DEF12D2;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: 3ª - Turno Diurno	*/;12;0;9935;d;FALSE
9936;DEF12D3;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: 4ª - Turno Diurno	*/;12;0;9947;d;FALSE
9948;DEF12D4;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: 5ª - Turno Diurno	*/;12;0;9959;d;FALSE
9960;DEF12D5;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: 6ª - Turno Diurno	*/;12;0;9971;d;FALSE
9972;DEF12D6;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: 7ª - Turno Diurno	*/;12;0;9983;d;FALSE
9984;DEF12D7;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: 8ª - Turno Diurno	*/;12;0;9995;d;FALSE
9996;DEF12D8;12.;/*	Alunos Reclassificados no ano anterior - Série de Ingresso: 6ª - Série de Destino: Médio - Turno Diurno	*/;12;0;10007;d;FALSE
